key,symbol,settlement,side,fecha_nano,position,price,quantity
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747054882446762883,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747054882446990225,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747054986572692702,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055013393899065,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055028148626320,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055047530416156,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055064027857636,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055075010267073,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055091148248547,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055094063474672,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055106436667118,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055118695662085,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055178835216531,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055194141076482,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055204697988882,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055209906603340,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055216034822016,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055221295759654,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055222561102095,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055228994238351,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055254730495651,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055254779113276,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055260357924631,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055261484322417,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055269323909072,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055271088751120,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055279555519478,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055282717377414,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055283266221673,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055284385056583,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055295194931782,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055314267848213,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055330465571456,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055335844813982,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055343645179064,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055376965442699,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055410639658327,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055439051721623,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055444593560264,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055446598618762,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055447919050555,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055452916797855,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055455869667166,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055470172879161,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055481669222161,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055493010115742,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055494260393353,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055501621624434,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055519812241123,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055536923106860,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055547612206011,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055562574969600,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055598153301323,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055636888280235,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055657919141283,0,1149.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055706858954287,0,1140.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055706859157368,0,1140.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055714752890305,0,1140.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055718467910686,0,1140.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055718468118500,0,1140.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055725224833368,0,1140.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055728308954526,0,1140.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055734295934065,0,1140.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055740537718599,0,1140.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055746671385618,0,1140.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055746671616068,0,1140.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055750314959808,0,1140.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055755553376054,0,1140.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055761933564162,0,1140.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055771841261097,0,1140.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055803539742121,0,1140.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055803539950691,0,1140.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055807362011348,0,1140.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055812524933160,0,1140.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055812838690729,0,1140.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055822505358517,0,1140.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055833989100279,0,1140.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055838594788056,0,1140.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055866878024724,0,1140.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055867123817659,0,1140.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055874829823522,0,1140.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055874830027794,0,1140.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055880079541292,0,1140.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055882996442092,0,1140.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055885157543709,0,1140.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055887595962854,0,1140.0,5
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055887596367728,0,1140.0,5
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055895042697251,0,1140.0,5
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055897268117969,0,1140.0,20
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055897268366215,0,1140.0,20
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055903430019059,0,1140.0,20
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055905507216402,0,1140.0,20
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055925994962650,0,1140.0,20
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055947914492916,0,1140.0,20
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055948244024169,0,1140.0,20
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055949116619265,0,1140.0,20
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055957625128999,0,1140.0,20
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055966575654661,0,1140.0,20
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055968581639752,0,1140.0,20
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055973853028233,0,1140.0,20
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055987395296982,0,1140.0,20
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055996103591930,0,1140.0,20
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747055997923565025,0,1140.0,20
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056005111725477,0,1140.0,20
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056023210286835,0,1140.0,20
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056031431622099,0,1140.0,20
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056072983645105,0,1140.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056072984072409,0,1140.0,50
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056072984501527,0,1140.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056078612703496,0,1140.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056084809593959,0,1140.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056086770431407,0,1140.0,90
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056086770635785,0,1140.0,90
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056091830976399,0,1140.0,90
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056098283100153,0,1140.0,90
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056105216181599,0,1140.0,90
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056115502881217,0,1140.0,90
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056123346451049,0,1140.0,90
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056147423276173,0,1140.0,20
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056147423503557,0,1140.0,20
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056155646205526,0,1140.0,5
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056155646409036,0,1140.0,5
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056167913380785,0,1140.0,5
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056174542736946,0,1140.0,5
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056177856538211,0,1140.0,5
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056178247185213,0,1140.0,5
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056183693262602,0,1140.0,5
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056191863175643,0,1140.0,5
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056193251790663,0,1140.0,5
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056219727629432,0,1138.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056219727821129,0,1138.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056220455813036,0,1137.5,50
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056220456018000,0,1137.5,200
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056220456233322,0,1137.5,50
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056223016525291,0,1136.0,40
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056223016974190,0,1136.0,40
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056226731501952,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056226731711883,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056229752788891,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056236117322064,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056236673735919,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056243695800196,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056244854552518,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056245499730500,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056249480015462,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056250964190858,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056253952838235,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056254005164405,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056255723650955,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056266700406009,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056269361446234,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056269413955344,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056276822225432,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056278315390493,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056280782322276,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056281440524472,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056289237111962,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056289899609881,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056291516305358,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056294511703582,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056296343021747,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056308912826005,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056314600694384,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056324553122798,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056339256149115,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056343693067071,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056359265644830,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056372346854994,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056402859422968,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056428447722544,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056432701850325,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056443428185412,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056445029748478,0,1131.0,3
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056446461319860,0,1136.0,200
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056446461843958,0,1136.0,200
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056448758508808,0,1136.0,200
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056461079612182,0,1136.0,200
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056464651085225,0,1136.0,200
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056495055280160,0,1136.0,200
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056498840049630,0,1136.0,200
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056505664096311,0,1136.0,200
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056550310447724,0,1136.0,200
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056565107576742,0,1135.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056565107778978,0,1135.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056571522099161,0,1135.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056571522326648,0,1135.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056580086741613,0,1135.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056581419213560,0,1135.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056593566060466,0,1135.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056600064566800,0,1135.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056611836884809,0,1135.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056613061814447,0,1135.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056613062263989,0,1135.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056650916194909,0,1135.0,5
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056650916395797,0,1135.0,5
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056652252294660,0,1135.0,5
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056653224151915,0,1135.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056653224357445,0,1135.0,168
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056653224577818,0,1135.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056658972607426,0,1135.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056660670939762,0,1135.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056665280923215,0,1135.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056668023443976,0,1135.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056676314477714,0,1135.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056677964605431,0,1135.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056678195255601,0,1135.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056679841367126,0,1135.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056685024604732,0,1135.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056699004251761,0,1135.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056713166961889,0,1135.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056727680122071,0,1135.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056786622426905,0,1135.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056786782640173,0,1135.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056807085544308,0,1135.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056839608530608,0,1135.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056885666350222,0,1135.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056889285675472,0,1135.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056902403335889,0,1135.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056903524422611,0,1137.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056903524654424,0,1137.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056905794909690,0,1137.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056905795129203,0,1137.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056930061739539,0,1137.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056942329418101,0,1137.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056955239138310,0,1137.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056967582577022,0,1137.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056976525318852,0,1137.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056976525527233,0,1137.0,4
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056976525737461,0,1137.0,50
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056976525973512,0,1137.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747056997781913379,0,1137.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747057002824785459,0,1137.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747057007385432378,0,1137.0,25
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747057011245701609,0,1138.0,19
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747057011245926586,0,1138.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747057011246529857,0,1138.0,19
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747057014132441221,0,1138.0,181
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747057014132620328,0,1138.0,181
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747057015296309726,0,1138.0,181
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747057017075529753,0,1138.0,181
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747057017309796101,0,1138.0,181
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747057019119977271,0,1138.0,181
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747057019170000617,0,1138.0,181
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747057019356049053,0,1138.0,181
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747057020503903081,0,1138.0,181
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747057020553330320,0,1138.0,181
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747057025353529275,0,1138.0,181
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747057029921081176,0,1138.0,181
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747057030033582312,0,1138.0,181
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747057031263328513,0,1138.0,181
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747057032891168510,0,1138.0,181
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747057033390938540,0,1138.0,181
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747057039935971607,0,1138.0,181
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747057040033988539,0,1138.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747057040034197334,0,1138.0,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747057041767719479,0,1138.5,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747057041767927484,0,1138.5,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747057042803872402,0,1138.5,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747057047812422698,0,1138.5,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747057051057794555,0,1138.5,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747057052321654246,0,1138.5,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747057053945976772,0,1138.5,1
DLR/MAY25_24HS_TRADE,DLR/MAY25,24HS,TRADE,1747057056506544407,0,1138.5,1
